,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genres
Ton équilibre,0.266,0.316,8,-9.594,0,0.0447,0.92,0.000703,0.188,0.233,58.827,audio_features,1PktdmpT9r2gAOQtASLK4z,spotify:track:1PktdmpT9r2gAOQtASLK4z,https://api.spotify.com/v1/tracks/1PktdmpT9r2gAOQtASLK4z,https://api.spotify.com/v1/audio-analysis/1PktdmpT9r2gAOQtASLK4z,230347,3,34,['indie quebecois']
Natalie,0.563,0.432,0,-11.43,1,0.0264,0.128,0.00281,0.112,0.15,106.02,audio_features,1VV4Cn1Zsc7v6gTRjvCqfJ,spotify:track:1VV4Cn1Zsc7v6gTRjvCqfJ,https://api.spotify.com/v1/tracks/1VV4Cn1Zsc7v6gTRjvCqfJ,https://api.spotify.com/v1/audio-analysis/1VV4Cn1Zsc7v6gTRjvCqfJ,274827,4,46,"['canadian electropop', 'indie quebecois', 'quebec indie']"
Motel 1755,0.557,0.687,6,-6.431,0,0.0259,0.0455,0.000124,0.288,0.818,134.135,audio_features,0xsY1CEgXGzAVqd2qDGqpi,spotify:track:0xsY1CEgXGzAVqd2qDGqpi,https://api.spotify.com/v1/tracks/0xsY1CEgXGzAVqd2qDGqpi,https://api.spotify.com/v1/audio-analysis/0xsY1CEgXGzAVqd2qDGqpi,157391,4,21,"['indie quebecois', 'new brunswick indie']"
Ready to Start,0.282,0.932,9,-4.701,1,0.0387,0.12,0.0335,0.0692,0.536,190.08,audio_features,01wsKcJ8ptqUmatpJlEGYj,spotify:track:01wsKcJ8ptqUmatpJlEGYj,https://api.spotify.com/v1/tracks/01wsKcJ8ptqUmatpJlEGYj,https://api.spotify.com/v1/audio-analysis/01wsKcJ8ptqUmatpJlEGYj,255893,4,61,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']"
Fille de personne II,0.522,0.874,0,-3.856,1,0.0659,0.0139,1.86e-06,0.673,0.398,108.087,audio_features,6u3A43RMR8Tqrw8aYZT1Yd,spotify:track:6u3A43RMR8Tqrw8aYZT1Yd,https://api.spotify.com/v1/tracks/6u3A43RMR8Tqrw8aYZT1Yd,https://api.spotify.com/v1/audio-analysis/6u3A43RMR8Tqrw8aYZT1Yd,238637,4,41,"['indie quebecois', 'pop quebecois']"
CHANCES,0.835,0.527,7,-7.272,0,0.128,0.204,0.000423,0.283,0.611,106.003,audio_features,0XEhhANHRAqXM9c3JSvLfX,spotify:track:0XEhhANHRAqXM9c3JSvLfX,https://api.spotify.com/v1/tracks/0XEhhANHRAqXM9c3JSvLfX,https://api.spotify.com/v1/audio-analysis/0XEhhANHRAqXM9c3JSvLfX,218200,4,46,"['escape room', 'indie soul', 'lgbtq+ hip hop']"
Adieu Au Dancefloor,0.765,0.439,10,-6.739,0,0.0339,0.363,0.42,0.112,0.834,119.992,audio_features,23bfFo3YUywjPKONLr2GN1,spotify:track:23bfFo3YUywjPKONLr2GN1,https://api.spotify.com/v1/tracks/23bfFo3YUywjPKONLr2GN1,https://api.spotify.com/v1/audio-analysis/23bfFo3YUywjPKONLr2GN1,358313,4,37,"['canadian electronic', 'electra', 'fluxwork']"
Pour toi,0.665,0.672,6,-6.845,0,0.0505,0.168,0.00153,0.1,0.565,122.013,audio_features,5iza7z2OYvQaFU8yCo1oth,spotify:track:5iza7z2OYvQaFU8yCo1oth,https://api.spotify.com/v1/tracks/5iza7z2OYvQaFU8yCo1oth,https://api.spotify.com/v1/audio-analysis/5iza7z2OYvQaFU8yCo1oth,256467,4,37,"['indie quebecois', 'pop quebecois']"
Ta cadence,0.644,0.462,2,-8.824,1,0.0609,0.17,0.485,0.126,0.246,111.941,audio_features,6GaHmKtGtydSz3ObqNygpj,spotify:track:6GaHmKtGtydSz3ObqNygpj,https://api.spotify.com/v1/tracks/6GaHmKtGtydSz3ObqNygpj,https://api.spotify.com/v1/audio-analysis/6GaHmKtGtydSz3ObqNygpj,186120,4,12,[]
Ride or Die,0.75,0.339,9,-11.319,0,0.0278,0.293,0.0138,0.0826,0.121,104.966,audio_features,6Fh7ejE897jqXLVX6wb0jH,spotify:track:6Fh7ejE897jqXLVX6wb0jH,https://api.spotify.com/v1/tracks/6Fh7ejE897jqXLVX6wb0jH,https://api.spotify.com/v1/audio-analysis/6Fh7ejE897jqXLVX6wb0jH,224000,4,44,"['canadian electropop', 'indie quebecois', 'quebec indie']"
Pour que tu m'aimes encore,0.597,0.231,0,-10.593,1,0.0322,0.859,0.0,0.106,0.211,133.508,audio_features,5iUdu5DddFwvqmnwL0nOBI,spotify:track:5iUdu5DddFwvqmnwL0nOBI,https://api.spotify.com/v1/tracks/5iUdu5DddFwvqmnwL0nOBI,https://api.spotify.com/v1/audio-analysis/5iUdu5DddFwvqmnwL0nOBI,288373,4,43,"['indie quebecois', 'montreal indie']"
back,0.907,0.552,6,-7.908,0,0.21,0.153,0.0,0.53,0.851,119.978,audio_features,5TyT9YnF3S0Z4DfqUSO96b,spotify:track:5TyT9YnF3S0Z4DfqUSO96b,https://api.spotify.com/v1/tracks/5TyT9YnF3S0Z4DfqUSO96b,https://api.spotify.com/v1/audio-analysis/5TyT9YnF3S0Z4DfqUSO96b,170351,4,36,"['hip hop quebecois', 'indie quebecois']"
The Coast,0.579,0.788,6,-6.316,0,0.0432,0.00678,0.705,0.103,0.227,107.314,audio_features,4ck3GxgWNHeghxqhiMIVOB,spotify:track:4ck3GxgWNHeghxqhiMIVOB,https://api.spotify.com/v1/tracks/4ck3GxgWNHeghxqhiMIVOB,https://api.spotify.com/v1/audio-analysis/4ck3GxgWNHeghxqhiMIVOB,217453,4,22,"['canadian electropop', 'indie quebecois']"
La laideur,0.542,0.404,9,-9.89,1,0.027,0.499,0.00102,0.102,0.126,111.52,audio_features,78TLg1r2ey3ZI5CUpPwFiy,spotify:track:78TLg1r2ey3ZI5CUpPwFiy,https://api.spotify.com/v1/tracks/78TLg1r2ey3ZI5CUpPwFiy,https://api.spotify.com/v1/audio-analysis/78TLg1r2ey3ZI5CUpPwFiy,289550,4,37,['indie quebecois']
Ça que c'tait,0.784,0.504,10,-7.948,0,0.151,0.0239,4.73e-06,0.0947,0.374,122.066,audio_features,72ZihdKBFqjHmITh7e6U2R,spotify:track:72ZihdKBFqjHmITh7e6U2R,https://api.spotify.com/v1/tracks/72ZihdKBFqjHmITh7e6U2R,https://api.spotify.com/v1/audio-analysis/72ZihdKBFqjHmITh7e6U2R,228092,4,42,"['hip hop quebecois', 'indie quebecois', 'rap montrealais']"
Fous N'importe Où,0.571,0.514,6,-10.94,1,0.0287,0.0825,0.00241,0.349,0.321,104.974,audio_features,1wNStegcXC3X7jn7h7XUKt,spotify:track:1wNStegcXC3X7jn7h7XUKt,https://api.spotify.com/v1/tracks/1wNStegcXC3X7jn7h7XUKt,https://api.spotify.com/v1/audio-analysis/1wNStegcXC3X7jn7h7XUKt,180174,4,46,"['canadian pop', 'indie quebecois']"
Reflektor,0.589,0.72,11,-8.33,0,0.0309,0.0445,0.0142,0.364,0.648,111.602,audio_features,4bX1HlRP3e9aTZ6aNOfnzL,spotify:track:4bX1HlRP3e9aTZ6aNOfnzL,https://api.spotify.com/v1/tracks/4bX1HlRP3e9aTZ6aNOfnzL,https://api.spotify.com/v1/audio-analysis/4bX1HlRP3e9aTZ6aNOfnzL,453949,4,35,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']"
Corinne,0.645,0.956,2,-5.407,1,0.0553,0.000702,2.7e-05,0.191,0.897,126.041,audio_features,1jpy6i9NS2vZyAxP0Ku3Zo,spotify:track:1jpy6i9NS2vZyAxP0Ku3Zo,https://api.spotify.com/v1/tracks/1jpy6i9NS2vZyAxP0Ku3Zo,https://api.spotify.com/v1/audio-analysis/1jpy6i9NS2vZyAxP0Ku3Zo,184979,4,28,"['indie quebecois', 'pop quebecois', 'rock quebecois']"
Donne-moi,0.697,0.469,10,-9.281,1,0.0464,0.0596,0.0673,0.0769,0.0976,119.943,audio_features,6UlCaRv8ctCJpkd3xtLiC5,spotify:track:6UlCaRv8ctCJpkd3xtLiC5,https://api.spotify.com/v1/tracks/6UlCaRv8ctCJpkd3xtLiC5,https://api.spotify.com/v1/audio-analysis/6UlCaRv8ctCJpkd3xtLiC5,242000,4,18,[]
Tôt ou tard,0.667,0.662,10,-7.932,0,0.366,0.527,0.0,0.0968,0.448,164.06,audio_features,4nyxfvxZhiszNKh9vBsit1,spotify:track:4nyxfvxZhiszNKh9vBsit1,https://api.spotify.com/v1/tracks/4nyxfvxZhiszNKh9vBsit1,https://api.spotify.com/v1/audio-analysis/4nyxfvxZhiszNKh9vBsit1,166347,4,28,"['indie quebecois', 'pop quebecois']"
Pouvoirs de glace,0.617,0.31,11,-11.318,1,0.0322,0.915,6.95e-06,0.116,0.338,113.291,audio_features,2GKLOE4yIIULe7yLwkFl8b,spotify:track:2GKLOE4yIIULe7yLwkFl8b,https://api.spotify.com/v1/tracks/2GKLOE4yIIULe7yLwkFl8b,https://api.spotify.com/v1/audio-analysis/2GKLOE4yIIULe7yLwkFl8b,250640,3,29,['indie quebecois']
Billy Ocean,0.608,0.656,0,-5.323,0,0.0379,0.149,0.0,0.078,0.502,95.043,audio_features,5N81UnA1rAuAR60eIqm3uk,spotify:track:5N81UnA1rAuAR60eIqm3uk,https://api.spotify.com/v1/tracks/5N81UnA1rAuAR60eIqm3uk,https://api.spotify.com/v1/audio-analysis/5N81UnA1rAuAR60eIqm3uk,133834,4,23,['montreal indie']
Le grand cerf-volant,0.387,0.253,5,-15.58,1,0.0714,0.737,0.0168,0.11,0.0693,83.76,audio_features,1BZ8cAdJWOCstoHnDw4PXS,spotify:track:1BZ8cAdJWOCstoHnDw4PXS,https://api.spotify.com/v1/tracks/1BZ8cAdJWOCstoHnDw4PXS,https://api.spotify.com/v1/audio-analysis/1BZ8cAdJWOCstoHnDw4PXS,250453,4,38,"['country quebecois', 'indie quebecois']"
Ta fille,0.49,0.297,8,-11.697,1,0.0296,0.784,0.0395,0.0928,0.392,110.69,audio_features,3XeK7wMJwEeM1ywBz7R8Bb,spotify:track:3XeK7wMJwEeM1ywBz7R8Bb,https://api.spotify.com/v1/tracks/3XeK7wMJwEeM1ywBz7R8Bb,https://api.spotify.com/v1/audio-analysis/3XeK7wMJwEeM1ywBz7R8Bb,202733,4,20,['indie quebecois']
YOU'RE THE ONE (feat. Syd),0.822,0.385,2,-9.714,1,0.339,0.0299,0.00247,0.107,0.241,118.054,audio_features,2kYf8lZWXI4Ajd7ZhVhKhu,spotify:track:2kYf8lZWXI4Ajd7ZhVhKhu,https://api.spotify.com/v1/tracks/2kYf8lZWXI4Ajd7ZhVhKhu,https://api.spotify.com/v1/audio-analysis/2kYf8lZWXI4Ajd7ZhVhKhu,227747,4,25,"['escape room', 'indie soul', 'lgbtq+ hip hop']"
Folders (feat. Ryan Hemsworth),0.359,0.545,3,-8.259,0,0.08,0.283,0.00053,0.11,0.142,74.245,audio_features,75hNcZP3iRJb8wil3NOlt2,spotify:track:75hNcZP3iRJb8wil3NOlt2,https://api.spotify.com/v1/tracks/75hNcZP3iRJb8wil3NOlt2,https://api.spotify.com/v1/audio-analysis/75hNcZP3iRJb8wil3NOlt2,192968,4,19,['montreal indie']
Passagers,0.538,0.525,5,-12.772,1,0.0363,0.898,0.0226,0.118,0.243,80.964,audio_features,20MdbhyLiZjyVoc2vbf7SB,spotify:track:20MdbhyLiZjyVoc2vbf7SB,https://api.spotify.com/v1/tracks/20MdbhyLiZjyVoc2vbf7SB,https://api.spotify.com/v1/audio-analysis/20MdbhyLiZjyVoc2vbf7SB,231360,4,32,[]
Midi minuit,0.555,0.847,7,-5.451,1,0.0283,0.00152,0.0566,0.118,0.935,77.013,audio_features,3QiYXyvZZM7llmhWgFBG2b,spotify:track:3QiYXyvZZM7llmhWgFBG2b,https://api.spotify.com/v1/tracks/3QiYXyvZZM7llmhWgFBG2b,https://api.spotify.com/v1/audio-analysis/3QiYXyvZZM7llmhWgFBG2b,213123,4,14,['canadian rockabilly']
La lumineuse,0.331,0.276,0,-11.764,1,0.039,0.845,7.65e-05,0.051,0.164,88.369,audio_features,2bULLY7d6cwyIF2oavF3to,spotify:track:2bULLY7d6cwyIF2oavF3to,https://api.spotify.com/v1/tracks/2bULLY7d6cwyIF2oavF3to,https://api.spotify.com/v1/audio-analysis/2bULLY7d6cwyIF2oavF3to,188400,4,23,['indie quebecois']
Lucidité,0.625,0.567,10,-9.07,0,0.195,0.748,0.0,0.162,0.306,99.242,audio_features,0rdLr6xAo2qfRGrX2vhxyH,spotify:track:0rdLr6xAo2qfRGrX2vhxyH,https://api.spotify.com/v1/tracks/0rdLr6xAo2qfRGrX2vhxyH,https://api.spotify.com/v1/audio-analysis/0rdLr6xAo2qfRGrX2vhxyH,169267,5,31,"['hip hop quebecois', 'indie quebecois']"
Ouvre tes yeux Simon!,0.664,0.929,1,-5.721,1,0.0466,0.011,0.0,0.158,0.893,99.996,audio_features,4AD2UAgusA1yk0eRd6AlsK,spotify:track:4AD2UAgusA1yk0eRd6AlsK,https://api.spotify.com/v1/tracks/4AD2UAgusA1yk0eRd6AlsK,https://api.spotify.com/v1/audio-analysis/4AD2UAgusA1yk0eRd6AlsK,199177,4,48,"['indie quebecois', 'pop quebecois', 'rock quebecois']"
Se planter un clou dans l'pied,0.437,0.557,9,-7.833,1,0.0396,0.653,0.038,0.242,0.359,84.092,audio_features,2V8FepLCaUPkE0wqoQPjKf,spotify:track:2V8FepLCaUPkE0wqoQPjKf,https://api.spotify.com/v1/tracks/2V8FepLCaUPkE0wqoQPjKf,https://api.spotify.com/v1/audio-analysis/2V8FepLCaUPkE0wqoQPjKf,150507,4,14,[]
Another Girl,0.338,0.703,1,-7.376,1,0.0649,0.171,0.767,0.3,0.69,167.993,audio_features,0eHYHJ7tpSXYvka4zgejeG,spotify:track:0eHYHJ7tpSXYvka4zgejeG,https://api.spotify.com/v1/tracks/0eHYHJ7tpSXYvka4zgejeG,https://api.spotify.com/v1/audio-analysis/0eHYHJ7tpSXYvka4zgejeG,402958,5,42,"['art pop', 'bass music', 'canadian electronic', 'chillwave', 'electronica', 'escape room', 'float house', 'fluxwork', 'future garage', 'indie r&b', 'indietronica', 'microhouse', 'wonky']"
Paradis City,0.699,0.889,11,-4.999,0,0.0683,0.423,0.0,0.226,0.87,97.028,audio_features,3iT4c9MPnaordWrfvTs8MU,spotify:track:3iT4c9MPnaordWrfvTs8MU,https://api.spotify.com/v1/tracks/3iT4c9MPnaordWrfvTs8MU,https://api.spotify.com/v1/audio-analysis/3iT4c9MPnaordWrfvTs8MU,168200,4,44,"['indie quebecois', 'pop quebecois', 'rock quebecois']"
Mappemonde,0.561,0.351,2,-10.751,1,0.0291,0.847,0.0,0.161,0.511,139.899,audio_features,7eqiSSn0Ve61EI4DjKyxfq,spotify:track:7eqiSSn0Ve61EI4DjKyxfq,https://api.spotify.com/v1/tracks/7eqiSSn0Ve61EI4DjKyxfq,https://api.spotify.com/v1/audio-analysis/7eqiSSn0Ve61EI4DjKyxfq,195267,4,43,"['indie quebecois', 'montreal indie']"
La vente trottoir,0.519,0.713,9,-6.606,1,0.0343,0.184,5.74e-06,0.118,0.464,128.054,audio_features,0qNKQDChnO4DZx5hOeQD9j,spotify:track:0qNKQDChnO4DZx5hOeQD9j,https://api.spotify.com/v1/tracks/0qNKQDChnO4DZx5hOeQD9j,https://api.spotify.com/v1/audio-analysis/0qNKQDChnO4DZx5hOeQD9j,214760,4,0,[]
Ne me dis pas,0.78,0.799,7,-6.219,1,0.0249,0.23,9.87e-05,0.332,0.947,117.955,audio_features,3Mn0B58MaMDAc2PNhz7dqK,spotify:track:3Mn0B58MaMDAc2PNhz7dqK,https://api.spotify.com/v1/tracks/3Mn0B58MaMDAc2PNhz7dqK,https://api.spotify.com/v1/audio-analysis/3Mn0B58MaMDAc2PNhz7dqK,203480,4,24,"['indie quebecois', 'pop quebecois']"
